Customer Email;Order Date;Total (DKK)
user374@shop.com;29/06/2025;22.46
user369@shop.com;31/07/2025;82.92
user132@shop.com;19/09/2025;3.78
;22/09/2025;101.84
user228@shop.com;17/11/2025;105.17
user174@shop.com;11/01/2024;37.54
user3@shop.com;23/01/2024;7.94
user325@shop.com;26/01/2024;80.89
user149@shop.com;08/02/2024;26.21
User28@Shop.com;29/04/2024;92.16
user384@shop.com;16/07/2024;51.16
User160@Shop.com;10/10/2024;22.76
user48@shop.com;04/11/2024;38.28
User175@Shop.com;06/12/2024;78.29
user348@shop.com;25/01/2025;32.47
user299@shop.com;04/02/2025;46.81
user261@shop.com;23/02/2025;104.44
User119@Shop.com;22/06/2025;53.52
user118@shop.com;27/07/2025;52.43
user105@shop.com;11/08/2025;117.19
user311@shop.com;26/08/2025;55.35
user322@shop.com;29/08/2025;37.55
;11/10/2025;9.86
user121@shop.com;15/11/2025;88.74
User358@Shop.com;18/01/2024;-118.54
User389@Shop.com;04/03/2024;23.71
user34@shop.com;16/03/2024;81.87
user103@shop.com;27/09/2024;26.77
user48@shop.com;28/09/2024;21.68
user143@shop.com;29/09/2024;20.66
user300@shop.com;01/10/2024;71.63
User235@Shop.com;19/11/2024;29.06
user180@shop.com;28/12/2024;74.52
User83@Shop.com;10/05/2025;14.92
user59@shop.com;28/05/2025;44.02
user304@shop.com;20/07/2025;59.03
user205@shop.com;05/08/2025;49.09
user9@shop.com;19/09/2025;6.69
User119@Shop.com;24/10/2025;42.14
User271@Shop.com;10/11/2025;86.23
User220@Shop.com;03/02/2024;41.91
user291@shop.com;08/02/2024;29.85
user297@shop.com;12/04/2024;112.71
User45@Shop.com;20/06/2024;-25.72
User342@Shop.com;25/06/2024;8.41
user239@shop.com;14/09/2024;47.52
User24@Shop.com;22/10/2024;20.1
user382@shop.com;03/11/2024;96.0
User237@Shop.com;13/11/2024;76.27
user96@shop.com;05/12/2024;22.2
User393@Shop.com;19/12/2024;81.47
User14@Shop.com;28/12/2024;6.89
user184@shop.com;26/05/2025;96.09
user16@shop.com;25/06/2025;48.96
user308@shop.com;09/11/2025;39.6
user310@shop.com;19/11/2025;10.58
user39@shop.com;24/01/2024;36.36
user117@shop.com;21/02/2024;8.65
user349@shop.com;17/07/2024;13.73
user105@shop.com;10/12/2024;50.11
user233@shop.com;23/12/2024;101.86
User218@Shop.com;23/12/2024;32.96
user355@shop.com;30/12/2024;24.76
User298@Shop.com;20/02/2025;49.28
user315@shop.com;12/07/2025;74.45
user36@shop.com;05/12/2025;88.93
User347@Shop.com;12/02/2024;108.4
user181@shop.com;13/02/2024;14.2
;26/05/2024;66.69
user39@shop.com;10/06/2024;21.68
User286@Shop.com;21/06/2024;69.7
user355@shop.com;14/07/2024;29.05
user79@shop.com;28/09/2024;108.24
user118@shop.com;13/10/2024;21.91
user107@shop.com;31/10/2024;50.93
User356@Shop.com;02/11/2024;-56.4
;12/12/2024;18.1
User260@Shop.com;13/12/2024;36.62
User236@Shop.com;20/02/2025;14.4
user164@shop.com;21/02/2025;23.98
;17/04/2025;94.64
user83@shop.com;05/05/2025;45.63
user372@shop.com;17/05/2025;9.54
user366@shop.com;15/09/2025;35.13
user6@shop.com;09/10/2025;48.19
user193@shop.com;02/11/2025;30.64
User78@Shop.com;17/12/2025;66.25
user180@shop.com;09/02/2024;33.16
User145@Shop.com;29/03/2024;4.92
user349@shop.com;01/04/2024;57.36
user327@shop.com;27/04/2024;36.08
user115@shop.com;03/06/2024;61.8
user220@shop.com;08/09/2024;16.77
user157@shop.com;24/09/2024;128.79
User205@Shop.com;27/09/2024;35.54
User361@Shop.com;30/09/2024;37.29
user304@shop.com;14/11/2024;42.09
User21@Shop.com;03/12/2024;55.03
user262@shop.com;05/12/2024;104.94
user308@shop.com;25/12/2024;61.27
user116@shop.com;30/03/2025;19.81
User296@Shop.com;09/04/2025;50.98
user35@shop.com;19/04/2025;47.56
User38@Shop.com;19/05/2025;3.45
user185@shop.com;20/05/2025;21.48
User165@Shop.com;25/06/2025;34.12
user352@shop.com;17/09/2025;48.68
user330@shop.com;14/10/2025;117.5
User239@Shop.com;12/01/2024;29.12
user217@shop.com;13/01/2024;20.7
user22@shop.com;19/01/2024;73.7
User76@Shop.com;19/01/2024;37.5
user176@shop.com;27/03/2024;44.99
user170@shop.com;12/05/2024;15.7
user154@shop.com;16/05/2024;3.87
user200@shop.com;04/06/2024;54.62
;23/07/2024;33.71
user156@shop.com;19/08/2024;44.73
User235@Shop.com;14/09/2024;36.67
User43@Shop.com;29/09/2024;39.7
User380@Shop.com;08/10/2024;18.88
user207@shop.com;31/10/2024;114.45
user135@shop.com;14/12/2024;165.75
User178@Shop.com;21/12/2024;34.52
User163@Shop.com;02/03/2025;48.89
User115@Shop.com;08/04/2025;38.43
user245@shop.com;19/04/2025;70.27
user355@shop.com;23/04/2025;100.34
User354@Shop.com;13/07/2025;62.08
user67@shop.com;26/10/2025;15.6
user282@shop.com;29/10/2025;64.43
User301@Shop.com;25/11/2025;74.27
user188@shop.com;24/03/2024;71.0
User275@Shop.com;23/09/2024;11.56
user326@shop.com;16/10/2024;28.26
user42@shop.com;15/11/2024;-59.35
user194@shop.com;14/12/2024;131.9
User13@Shop.com;24/12/2024;41.31
user385@shop.com;31/12/2024;17.79
User211@Shop.com;18/03/2025;62.85
user113@shop.com;19/05/2025;-28.85
User26@Shop.com;21/05/2025;31.57
;23/10/2025;24.43
user113@shop.com;11/11/2025;78.55
user332@shop.com;11/02/2024;64.5
User392@Shop.com;27/02/2024;41.99
user119@shop.com;19/03/2024;12.62
User136@Shop.com;09/05/2024;19.63
user339@shop.com;21/05/2024;27.53
User41@Shop.com;24/06/2024;7.89
User244@Shop.com;27/07/2024;69.28
user240@shop.com;23/10/2024;73.14
user204@shop.com;12/11/2024;26.43
User334@Shop.com;09/03/2025;43.95
User35@Shop.com;05/04/2025;32.01
User114@Shop.com;16/05/2025;48.88
user314@shop.com;06/06/2025;57.59
user121@shop.com;15/08/2025;47.39
user27@shop.com;22/09/2025;62.25
user183@shop.com;23/09/2025;24.87
;07/12/2025;21.83
user316@shop.com;27/01/2024;62.4
user350@shop.com;28/04/2024;77.48
user114@shop.com;09/05/2024;83.19
user121@shop.com;22/05/2024;11.75
user62@shop.com;06/06/2024;105.49
User52@Shop.com;15/07/2024;19.86
user112@shop.com;16/07/2024;27.87
User354@Shop.com;17/07/2024;69.07
User270@Shop.com;27/08/2024;101.93
User192@Shop.com;25/09/2024;26.92
User188@Shop.com;16/10/2024;35.91
user50@shop.com;07/11/2024;27.91
user196@shop.com;25/11/2024;48.55
user199@shop.com;29/11/2024;44.21
user306@shop.com;20/12/2024;56.76
user99@shop.com;28/03/2025;23.92
User345@Shop.com;06/04/2025;14.21
User163@Shop.com;22/05/2025;50.49
User24@Shop.com;10/06/2025;117.46
user256@shop.com;12/08/2025;29.06
;24/10/2025;107.58
User366@Shop.com;01/11/2025;49.58
user221@shop.com;11/11/2025;82.15
user320@shop.com;13/11/2025;45.68
user96@shop.com;29/11/2025;207.03
user65@shop.com;13/01/2024;33.53
;16/03/2024;10.8
user191@shop.com;17/03/2024;42.51
user317@shop.com;20/03/2024;60.15
user197@shop.com;27/05/2024;59.33
User318@Shop.com;11/06/2024;67.89
user395@shop.com;11/06/2024;110.14
User387@Shop.com;25/08/2024;72.62
user35@shop.com;30/08/2024;41.5
;19/09/2024;56.4
User204@Shop.com;08/10/2024;25.99
User150@Shop.com;05/12/2024;28.49
User365@Shop.com;19/12/2024;37.16
user68@shop.com;22/01/2025;137.69
user160@shop.com;07/02/2025;27.87
user333@shop.com;27/03/2025;64.71
user105@shop.com;05/04/2025;81.09
user374@shop.com;16/06/2025;77.52
User222@Shop.com;28/06/2025;18.05
user205@shop.com;17/07/2025;55.61
;22/07/2025;67.86
User51@Shop.com;22/07/2025;23.88
User370@Shop.com;30/07/2025;6.39
User2@Shop.com;29/11/2025;9.91
user34@shop.com;12/03/2024;34.47
user30@shop.com;17/03/2024;20.26
User83@Shop.com;04/05/2024;26.68
user294@shop.com;01/08/2024;-44.8
User34@Shop.com;14/10/2024;93.86
user60@shop.com;19/10/2024;35.36
user285@shop.com;28/10/2024;25.59
user14@shop.com;17/01/2025;54.37
User117@Shop.com;21/01/2025;93.21
user331@shop.com;02/05/2025;-30.03
user360@shop.com;28/08/2025;46.11
user198@shop.com;10/09/2025;76.08
;28/01/2024;13.19
user355@shop.com;23/11/2024;23.31
user374@shop.com;16/01/2025;33.21
user99@shop.com;18/01/2025;45.8
user103@shop.com;13/04/2025;125.41
user264@shop.com;18/05/2025;78.35
user1@shop.com;20/05/2025;119.42
user106@shop.com;13/06/2025;92.01
user155@shop.com;06/08/2025;31.12
User355@Shop.com;21/08/2025;11.85
User385@Shop.com;31/08/2025;70.22
user137@shop.com;14/09/2025;6.8
user305@shop.com;20/02/2024;32.42
user218@shop.com;06/05/2024;52.21
;08/05/2024;114.72
user159@shop.com;29/05/2024;9.68
user281@shop.com;06/06/2024;55.99
user282@shop.com;23/06/2024;116.26
user366@shop.com;03/07/2024;31.83
User251@Shop.com;16/09/2024;8.93
user387@shop.com;07/10/2024;44.38
User181@Shop.com;15/10/2024;68.52
User286@Shop.com;21/11/2024;48.79
user248@shop.com;01/12/2024;39.98
User345@Shop.com;27/02/2025;82.87
User371@Shop.com;27/07/2025;69.18
user336@shop.com;06/09/2025;27.78
user382@shop.com;15/11/2025;36.07
user143@shop.com;15/12/2025;10.13
user397@shop.com;02/03/2024;107.91
user40@shop.com;17/03/2024;20.76
user147@shop.com;08/05/2024;115.66
User291@Shop.com;21/05/2024;60.6
user248@shop.com;07/06/2024;45.91
user55@shop.com;29/06/2024;25.77
User272@Shop.com;30/07/2024;78.12
user154@shop.com;12/08/2024;47.19
user318@shop.com;14/08/2024;17.57
User398@Shop.com;11/09/2024;38.67
user81@shop.com;08/11/2024;30.03
user224@shop.com;18/02/2025;19.26
user12@shop.com;07/03/2025;32.8
User209@Shop.com;02/06/2025;20.31
;06/07/2025;19.44
user379@shop.com;25/08/2025;12.74
user317@shop.com;20/09/2025;33.03
user114@shop.com;21/10/2025;31.62
User150@Shop.com;02/12/2025;17.43
User399@Shop.com;15/01/2024;64.97
User316@Shop.com;03/02/2024;86.97
user364@shop.com;01/06/2024;61.46
;28/07/2024;7.53
user146@shop.com;07/08/2024;36.3
user330@shop.com;10/08/2024;48.65
user131@shop.com;15/08/2024;56.71
user302@shop.com;26/09/2024;99.42
user51@shop.com;06/01/2025;56.53
user25@shop.com;14/01/2025;44.87
User366@Shop.com;01/06/2025;70.98
user121@shop.com;26/08/2025;54.81
User75@Shop.com;26/10/2025;66.86
user102@shop.com;23/11/2025;96.73
user4@shop.com;11/01/2024;27.65
User304@Shop.com;13/06/2024;17.14
user356@shop.com;23/07/2024;33.95
user7@shop.com;25/11/2024;144.96
user239@shop.com;24/01/2025;52.48
user146@shop.com;09/05/2025;48.81
user269@shop.com;16/05/2025;45.5
User280@Shop.com;31/05/2025;38.61
User293@Shop.com;10/07/2025;36.17
user19@shop.com;16/07/2025;25.52
user18@shop.com;17/08/2025;75.38
user378@shop.com;20/08/2025;43.13
User37@Shop.com;10/11/2025;110.24
;26/01/2024;26.75
user200@shop.com;31/01/2024;22.55
user152@shop.com;14/02/2024;56.38
user21@shop.com;20/02/2024;33.21
User67@Shop.com;01/04/2024;37.32
User202@Shop.com;26/04/2024;52.36
user44@shop.com;20/05/2024;63.13
User294@Shop.com;31/07/2024;9.87
user344@shop.com;02/11/2024;20.83
User263@Shop.com;04/12/2024;31.74
user332@shop.com;09/12/2024;56.85
user247@shop.com;11/12/2024;56.92
user277@shop.com;26/04/2025;20.39
user19@shop.com;04/06/2025;46.71
user218@shop.com;11/06/2025;51.72
;02/07/2025;19.97
User74@Shop.com;22/08/2025;82.94
user359@shop.com;28/09/2025;8.61
User330@Shop.com;30/09/2025;30.52
user50@shop.com;13/10/2025;37.79
User394@Shop.com;04/12/2025;63.0
User213@Shop.com;02/01/2024;-59.85
user248@shop.com;15/02/2024;128.18
user20@shop.com;24/02/2024;18.57
user353@shop.com;27/05/2024;40.39
user375@shop.com;15/06/2024;16.42
user307@shop.com;11/07/2024;60.51
user69@shop.com;08/08/2024;51.87
User210@Shop.com;10/08/2024;51.61
user164@shop.com;12/08/2024;46.28
user157@shop.com;15/09/2024;108.0
user219@shop.com;02/10/2024;150.74
user286@shop.com;16/10/2024;18.18
User287@Shop.com;28/10/2024;22.74
user97@shop.com;02/11/2024;43.31
User375@Shop.com;24/12/2024;54.54
user175@shop.com;01/03/2025;47.38
user294@shop.com;13/04/2025;51.09
User346@Shop.com;28/04/2025;50.59
user139@shop.com;09/06/2025;105.35
User343@Shop.com;17/06/2025;36.38
user31@shop.com;29/08/2025;142.49
user120@shop.com;01/09/2025;103.29
User283@Shop.com;20/01/2024;47.07
User302@Shop.com;09/03/2024;73.99
User389@Shop.com;05/04/2024;54.91
user169@shop.com;11/08/2024;19.87
user7@shop.com;29/08/2024;17.29
user178@shop.com;08/11/2024;35.44
User310@Shop.com;23/04/2025;61.34
user47@shop.com;08/05/2025;34.54
User71@Shop.com;20/05/2025;122.11
User165@Shop.com;06/06/2025;93.15
user184@shop.com;09/07/2025;17.03
user175@shop.com;12/08/2025;16.5
user209@shop.com;09/10/2025;56.24
User245@Shop.com;27/11/2025;61.22
user246@shop.com;27/11/2025;34.56
User165@Shop.com;01/12/2025;20.68
User395@Shop.com;08/01/2024;42.72
user196@shop.com;10/02/2024;35.76
;02/03/2024;18.44
user266@shop.com;16/05/2024;-12.8
user157@shop.com;09/06/2024;21.38
user256@shop.com;09/09/2024;244.59
User286@Shop.com;31/12/2024;8.81
user193@shop.com;28/01/2025;13.44
User187@Shop.com;30/03/2025;31.57
user239@shop.com;04/05/2025;43.73
User165@Shop.com;07/05/2025;37.83
user303@shop.com;15/08/2025;73.97
user146@shop.com;30/08/2025;34.98
User38@Shop.com;03/10/2025;65.86
;21/10/2025;135.06
user360@shop.com;25/10/2025;109.86
User113@Shop.com;27/10/2025;7.76
User125@Shop.com;10/11/2025;52.99
user97@shop.com;15/02/2024;19.41
user371@shop.com;06/06/2024;26.9
User60@Shop.com;09/01/2025;32.45
user177@shop.com;12/02/2025;47.17
User176@Shop.com;17/05/2025;9.65
User226@Shop.com;13/06/2025;50.54
user118@shop.com;21/06/2025;19.46
User305@Shop.com;03/07/2025;18.56
user334@shop.com;10/08/2025;65.91
User174@Shop.com;18/08/2025;95.36
User339@Shop.com;30/08/2025;18.62
;28/10/2025;11.34
User138@Shop.com;18/12/2025;88.5
user354@shop.com;10/01/2024;17.31
;03/03/2024;114.16
User69@Shop.com;11/04/2024;48.2
user361@shop.com;06/05/2024;34.93
User351@Shop.com;31/05/2024;31.17
user144@shop.com;19/07/2024;8.91
User75@Shop.com;13/08/2024;46.67
User222@Shop.com;05/09/2024;56.44
user234@shop.com;10/09/2024;1.48
User177@Shop.com;10/10/2024;43.71
User285@Shop.com;16/10/2024;28.71
User260@Shop.com;11/11/2024;35.73
user314@shop.com;20/12/2024;39.12
user383@shop.com;28/02/2025;56.78
User301@Shop.com;02/04/2025;35.31
user56@shop.com;18/04/2025;60.44
User4@Shop.com;13/05/2025;17.34
user386@shop.com;23/05/2025;44.7
User322@Shop.com;28/06/2025;13.11
user266@shop.com;09/07/2025;18.89
User101@Shop.com;14/09/2025;25.75
User318@Shop.com;20/09/2025;77.6
User44@Shop.com;17/10/2025;15.11
user254@shop.com;19/10/2025;15.5
user151@shop.com;09/11/2025;35.99
user348@shop.com;12/12/2025;37.94
user273@shop.com;03/02/2024;19.67
user131@shop.com;03/03/2024;37.16
User316@Shop.com;18/04/2024;62.43
User283@Shop.com;17/06/2024;92.04
user101@shop.com;11/08/2024;28.97
User106@Shop.com;11/08/2024;116.79
User155@Shop.com;15/08/2024;3.13
user203@shop.com;23/10/2024;56.57
User111@Shop.com;22/11/2024;64.63
User272@Shop.com;01/12/2024;78.42
User210@Shop.com;08/01/2025;28.41
user81@shop.com;07/02/2025;83.25
User281@Shop.com;16/02/2025;24.08
User25@Shop.com;06/03/2025;104.82
user371@shop.com;11/03/2025;72.86
User316@Shop.com;28/03/2025;39.84
user37@shop.com;30/03/2025;32.66
User323@Shop.com;25/04/2025;40.12
User133@Shop.com;30/07/2025;60.49
User266@Shop.com;14/08/2025;123.14
User95@Shop.com;25/09/2025;118.85
user129@shop.com;16/10/2025;19.56
user6@shop.com;15/05/2024;72.98
User263@Shop.com;27/07/2024;13.81
user236@shop.com;28/11/2024;33.43
user34@shop.com;19/01/2025;43.15
user111@shop.com;30/03/2025;27.27
;13/04/2025;45.28
user319@shop.com;11/05/2025;10.85
User230@Shop.com;03/06/2025;61.04
User66@Shop.com;17/06/2025;51.91
User247@Shop.com;14/07/2025;12.62
User90@Shop.com;21/08/2025;32.53
User179@Shop.com;16/10/2025;36.28
user192@shop.com;11/11/2025;7.47
user90@shop.com;14/12/2025;11.88
User325@Shop.com;12/02/2024;103.65
user290@shop.com;02/04/2024;46.83
User44@Shop.com;03/04/2024;24.69
User186@Shop.com;27/04/2024;6.69
user46@shop.com;23/09/2024;72.99
user298@shop.com;20/11/2024;24.0
User154@Shop.com;08/12/2024;-75.3
User146@Shop.com;19/12/2024;89.74
user99@shop.com;24/02/2025;41.33
user36@shop.com;04/06/2025;61.62
user54@shop.com;19/07/2025;124.47
user217@shop.com;21/08/2025;113.45
user290@shop.com;03/11/2025;60.05
user249@shop.com;25/11/2025;43.9
user91@shop.com;05/04/2024;23.29
user368@shop.com;19/07/2024;33.37
user260@shop.com;26/08/2024;22.59
;10/11/2024;4.96
user2@shop.com;15/05/2025;81.88
user23@shop.com;12/08/2025;29.59
User24@Shop.com;01/09/2025;29.24
User308@Shop.com;03/01/2024;48.94
user147@shop.com;09/03/2024;51.63
user105@shop.com;22/07/2024;50.01
user238@shop.com;01/08/2024;83.68
User279@Shop.com;16/08/2024;76.83
user179@shop.com;25/11/2024;71.64
user152@shop.com;26/01/2025;136.31
User155@Shop.com;31/01/2025;59.6
;14/02/2025;227.8
User152@Shop.com;17/03/2025;29.95
user195@shop.com;22/04/2025;50.14
user131@shop.com;08/05/2025;48.99
user212@shop.com;10/06/2025;18.35
user259@shop.com;09/07/2025;49.8
;21/09/2025;-60.13
user4@shop.com;04/10/2025;125.53
user255@shop.com;29/11/2025;12.05
user127@shop.com;28/01/2024;51.09
user271@shop.com;17/02/2024;22.09
user384@shop.com;29/03/2024;49.74
user154@shop.com;15/04/2024;40.48
User45@Shop.com;14/05/2024;26.78
user271@shop.com;19/05/2024;17.97
User133@Shop.com;18/06/2024;30.06
;06/07/2024;28.21
user246@shop.com;25/09/2024;47.16
user243@shop.com;04/12/2024;30.05
user11@shop.com;13/12/2024;90.22
User184@Shop.com;29/12/2024;-42.24
user151@shop.com;31/12/2024;15.2
user225@shop.com;18/01/2025;19.41
;14/03/2025;80.39
User7@Shop.com;01/08/2025;81.51
user25@shop.com;04/09/2025;24.29
user200@shop.com;09/09/2025;99.46
user336@shop.com;26/09/2025;13.08
user88@shop.com;19/11/2025;12.91
user47@shop.com;03/12/2025;39.91
user154@shop.com;22/02/2024;15.76
User107@Shop.com;03/03/2024;6.14
user30@shop.com;12/04/2024;50.41
User371@Shop.com;06/06/2024;64.54
user263@shop.com;08/07/2024;60.75
user317@shop.com;14/07/2024;61.62
user357@shop.com;22/08/2024;73.25
User254@Shop.com;22/09/2024;52.12
User142@Shop.com;04/02/2025;6.98
user1@shop.com;08/02/2025;8.4
user42@shop.com;26/03/2025;53.49
user126@shop.com;25/07/2025;31.57
User248@Shop.com;11/08/2025;39.04
user264@shop.com;03/02/2024;39.29
User51@Shop.com;08/02/2024;26.96
user104@shop.com;21/05/2024;118.0
User356@Shop.com;16/06/2024;19.11
user117@shop.com;20/07/2024;241.34
User49@Shop.com;13/09/2024;40.13
user98@shop.com;22/10/2024;37.49
user145@shop.com;01/01/2025;17.53
user199@shop.com;11/03/2025;7.41
User198@Shop.com;23/03/2025;72.92
user43@shop.com;28/04/2025;92.65
user48@shop.com;02/05/2025;21.79
User83@Shop.com;26/06/2025;12.91
user128@shop.com;29/06/2025;35.78
user386@shop.com;29/09/2025;38.27
;09/10/2025;58.8
User142@Shop.com;21/03/2024;83.71
User285@Shop.com;16/05/2024;30.05
user136@shop.com;23/06/2024;11.89
user394@shop.com;05/08/2024;40.21
;01/09/2024;48.3
user145@shop.com;21/10/2024;98.24
user308@shop.com;25/11/2024;23.69
user316@shop.com;02/12/2024;44.92
user265@shop.com;24/01/2025;74.79
User56@Shop.com;04/03/2025;59.13
user118@shop.com;04/04/2025;15.04
user232@shop.com;19/04/2025;24.45
user148@shop.com;22/06/2025;45.05
user173@shop.com;25/08/2025;22.86
User114@Shop.com;27/11/2025;14.2
user115@shop.com;01/01/2024;1.66
user193@shop.com;06/01/2024;81.76
User328@Shop.com;11/02/2024;84.71
user146@shop.com;29/03/2024;14.43
user298@shop.com;18/04/2024;61.52
User392@Shop.com;04/08/2024;10.48
user54@shop.com;05/09/2024;90.51
User370@Shop.com;02/10/2024;211.21
user117@shop.com;29/10/2024;63.37
user39@shop.com;06/11/2024;34.24
user327@shop.com;09/11/2024;19.29
user4@shop.com;09/03/2025;13.81
User396@Shop.com;29/05/2025;43.19
User83@Shop.com;07/06/2025;11.92
user245@shop.com;12/10/2025;35.98
User100@Shop.com;25/11/2025;124.38
user348@shop.com;11/01/2024;57.16
user282@shop.com;19/01/2024;73.85
user393@shop.com;28/01/2024;15.82
User316@Shop.com;05/03/2024;52.05
User296@Shop.com;11/03/2024;43.79
User377@Shop.com;16/06/2024;23.68
User258@Shop.com;17/07/2024;44.36
user85@shop.com;30/07/2024;6.01
user89@shop.com;22/08/2024;78.02
user262@shop.com;17/09/2024;25.56
user148@shop.com;26/09/2024;65.73
User303@Shop.com;03/10/2024;40.97
user249@shop.com;16/10/2024;47.43
User16@Shop.com;24/01/2025;67.69
User370@Shop.com;16/03/2025;173.88
User389@Shop.com;19/08/2025;24.16
;14/10/2025;35.4
user114@shop.com;18/11/2025;19.95
user158@shop.com;02/12/2025;80.67
User324@Shop.com;06/12/2025;61.75
user9@shop.com;05/04/2024;-71.04
User72@Shop.com;09/06/2024;153.92
user278@shop.com;12/08/2024;143.78
User167@Shop.com;16/10/2024;101.26
user177@shop.com;23/10/2024;120.99
User375@Shop.com;17/11/2024;15.64
User319@Shop.com;31/12/2024;24.06
;03/01/2025;54.51
User94@Shop.com;09/01/2025;85.58
User105@Shop.com;19/02/2025;16.74
User264@Shop.com;27/02/2025;168.98
user172@shop.com;15/03/2025;25.71
user269@shop.com;24/03/2025;49.2
user90@shop.com;04/05/2025;39.16
user186@shop.com;08/06/2025;78.34
User146@Shop.com;16/10/2025;7.2
User76@Shop.com;13/11/2025;47.49
User82@Shop.com;07/02/2024;19.84
user161@shop.com;13/03/2024;32.98
user271@shop.com;08/04/2024;48.76
User298@Shop.com;25/05/2024;52.15
User309@Shop.com;21/06/2024;44.17
user76@shop.com;07/07/2024;13.21
user231@shop.com;12/07/2024;27.19
user36@shop.com;17/07/2024;113.67
User53@Shop.com;05/09/2024;28.45
user185@shop.com;09/09/2024;43.81
User279@Shop.com;22/09/2024;27.65
User94@Shop.com;11/11/2024;64.82
user69@shop.com;17/12/2024;9.13
User320@Shop.com;08/01/2025;28.64
user240@shop.com;06/02/2025;57.04
User327@Shop.com;02/03/2025;70.38
user35@shop.com;05/03/2025;46.05
User378@Shop.com;10/03/2025;35.42
user323@shop.com;14/05/2025;78.67
User336@Shop.com;01/07/2025;105.54
user41@shop.com;10/08/2025;82.13
user259@shop.com;17/08/2025;26.85
User216@Shop.com;07/09/2025;56.63
user75@shop.com;29/11/2025;9.99
User366@Shop.com;07/02/2024;53.72
User329@Shop.com;26/02/2024;38.76
User331@Shop.com;26/05/2024;36.24
User291@Shop.com;03/07/2024;87.44
User71@Shop.com;17/10/2024;35.79
User298@Shop.com;28/10/2024;57.93
user185@shop.com;08/12/2024;19.57
User279@Shop.com;21/04/2025;117.27
User238@Shop.com;01/06/2025;46.43
User332@Shop.com;05/06/2025;77.23
user208@shop.com;15/08/2025;117.54
User119@Shop.com;29/08/2025;34.96
user265@shop.com;18/09/2025;-89.86
user269@shop.com;01/12/2025;67.55
user117@shop.com;07/03/2024;47.68
User207@Shop.com;14/03/2024;110.0
user266@shop.com;27/04/2024;24.98
User135@Shop.com;21/08/2024;148.45
user69@shop.com;26/10/2024;58.53
user131@shop.com;04/12/2024;77.68
User334@Shop.com;22/01/2025;41.48
user63@shop.com;26/03/2025;68.76
user157@shop.com;29/03/2025;73.19
User197@Shop.com;24/04/2025;114.06
user318@shop.com;28/09/2025;45.51
User148@Shop.com;20/10/2025;13.04
user397@shop.com;14/12/2025;59.54
User169@Shop.com;01/01/2024;33.18
user185@shop.com;05/01/2024;11.36
User340@Shop.com;26/03/2024;126.52
user180@shop.com;07/04/2024;-57.98
User272@Shop.com;06/05/2024;-76.55
user141@shop.com;18/05/2024;56.7
user272@shop.com;04/10/2024;53.58
User239@Shop.com;06/10/2024;24.32
user393@shop.com;08/10/2024;86.63
User160@Shop.com;13/06/2025;8.92
User87@Shop.com;18/06/2025;151.31
user56@shop.com;30/06/2025;95.21
user203@shop.com;12/08/2025;11.87
User200@Shop.com;05/11/2025;11.88
User37@Shop.com;01/02/2024;15.91
user5@shop.com;05/03/2024;35.45
user157@shop.com;29/06/2024;66.91
User15@Shop.com;29/09/2024;46.55
user380@shop.com;05/11/2024;40.61
User316@Shop.com;17/11/2024;46.77
user35@shop.com;11/12/2024;-56.25
User311@Shop.com;23/12/2024;28.38
User303@Shop.com;05/03/2025;40.74
;08/10/2025;40.92
User346@Shop.com;28/10/2025;85.09
user283@shop.com;16/11/2025;14.86
user204@shop.com;19/11/2025;17.25
user290@shop.com;21/11/2025;45.25
User319@Shop.com;08/12/2025;38.97
user233@shop.com;10/01/2024;33.93
User176@Shop.com;03/03/2024;52.93
user229@shop.com;21/03/2024;75.0
;19/05/2024;118.91
;09/06/2024;27.3
user202@shop.com;02/07/2024;47.72
user299@shop.com;06/09/2024;125.19
user78@shop.com;15/11/2024;56.57
user173@shop.com;03/12/2024;46.52
user123@shop.com;15/01/2025;61.47
User62@Shop.com;28/02/2025;24.74
user122@shop.com;22/03/2025;40.37
User121@Shop.com;22/04/2025;80.25
user395@shop.com;07/05/2025;51.19
user155@shop.com;20/06/2025;129.52
user134@shop.com;07/12/2025;22.98
user158@shop.com;06/01/2024;135.72
;17/02/2024;23.27
user365@shop.com;15/03/2024;30.6
user375@shop.com;23/03/2024;2.79
user157@shop.com;26/04/2024;25.26
User56@Shop.com;06/05/2024;-27.68
User8@Shop.com;12/05/2024;103.32
;18/06/2024;20.65
User332@Shop.com;23/06/2024;18.19
user341@shop.com;26/07/2024;42.37
User234@Shop.com;31/01/2025;81.53
user259@shop.com;15/02/2025;12.71
User307@Shop.com;23/03/2025;51.58
user171@shop.com;02/07/2025;152.27
User330@Shop.com;24/09/2025;31.72
user79@shop.com;22/10/2025;23.41
user178@shop.com;26/10/2025;-12.78
User43@Shop.com;26/11/2025;45.47
User310@Shop.com;03/01/2024;42.72
user42@shop.com;09/01/2024;35.36
user201@shop.com;30/03/2024;52.16
user140@shop.com;05/04/2024;45.68
User397@Shop.com;30/04/2024;47.86
User163@Shop.com;25/09/2024;46.21
user57@shop.com;20/10/2024;67.89
user369@shop.com;14/11/2024;13.61
user221@shop.com;17/12/2024;23.55
User214@Shop.com;17/01/2025;56.48
user253@shop.com;05/02/2025;15.35
user396@shop.com;06/02/2025;47.55
User11@Shop.com;20/02/2025;41.62
User288@Shop.com;11/04/2025;35.22
User182@Shop.com;12/06/2025;14.87
